date,dateHijri,adhanFajr,iqamaFajr,shourouk,adhanDhuhr,iqamaDhuhr,adhanAsr,iqamaAsr,adhanMaghrib,iqamaMaghrib,adhanIsha,iqamaIsha,Jumua1,Jumua2
12/17/2025,"AlKhamis, 17 Thoul Hijjah, 2025",6:00 am,6:15 am,7:29 am,11:51 am,1:30 pm,1:55 pm,1:55 pm,4:13 pm,4:16 pm,5:43 pm,7:00 pm,12:00 pm,1:00 pm
12/18/2025,"AlJumaa, 18 Thoul Hijjah, 2025",6:00 am,6:15 am,7:29 am,11:52 am,1:30 pm,1:56 pm,1:56 pm,4:13 pm,4:16 pm,5:43 pm,7:00 pm,12:00 pm,1:00 pm
12/19/2025,"AsSabt, 19 Thoul Hijjah, 2025",6:01 am,6:15 am,7:30 am,11:52 am,1:30 pm,1:56 pm,1:56 pm,4:13 pm,4:16 pm,5:43 pm,7:00 pm,12:00 pm,1:00 pm
12/20/2025,"AlAhad, 20 Thoul Hijjah, 2025",6:02 am,6:15 am,7:31 am,11:53 am,1:30 pm,1:57 pm,1:56 pm,4:14 pm,4:17 pm,5:44 pm,7:00 pm,12:00 pm,1:00 pm
12/21/2025,"AlEthnien, 21 Thoul Hijjah, 2025",6:02 am,6:15 am,7:31 am,11:53 am,1:30 pm,1:57 pm,1:57 pm,4:14 pm,4:17 pm,5:44 pm,7:00 pm,12:00 pm,1:00 pm
12/22/2025,"AthThulatha, 22 Thoul Hijjah, 2025",6:02 am,6:20 am,7:32 am,11:54 am,1:30 pm,1:58 pm,1:58 pm,4:15 pm,4:18 pm,5:45 pm,7:00 pm,12:00 pm,1:00 pm
12/23/2025,"AlArbia'a, 23 Thoul Hijjah, 2025",6:03 am,6:20 am,7:32 am,11:54 am,1:30 pm,1:58 pm,1:58 pm,4:16 pm,4:18 pm,5:45 pm,7:00 pm,12:00 pm,1:00 pm
12/24/2025,"AlKhamis, 24 Thoul Hijjah, 2025",6:03 am,6:20 am,7:32 am,11:55 am,1:30 pm,1:59 pm,1:59 pm,4:16 pm,4:19 pm,5:46 pm,7:00 pm,12:00 pm,1:00 pm
12/25/2025,"AlJumaa, 25 Thoul Hijjah, 2025",6:04 am,6:20 am,7:33 am,11:55 am,1:30 pm,1:59 pm,1:59 pm,4:17 pm,4:20 pm,5:47 pm,7:00 pm,12:00 pm,1:00 pm
12/26/2025,"AsSabt, 26 Thoul Hijjah, 2025",6:04 am,6:20 am,7:33 am,11:56 am,1:30 pm,2:00 pm,2:00 pm,4:17 pm,4:20 pm,5:47 pm,7:00 pm,12:00 pm,1:00 pm
12/27/2025,"AlAhad, 27 Thoul Hijjah, 2025",6:04 am,6:20 am,7:33 am,11:56 am,1:30 pm,2:01 pm,2:01 pm,4:18 pm,4:21 pm,5:48 pm,7:00 pm,12:00 pm,1:00 pm
12/28/2025,"AlEthnien, 28 Thoul Hijjah, 2025",6:05 am,6:20 am,7:33 am,11:57 am,1:30 pm,2:02 pm,2:02 pm,4:19 pm,4:22 pm,5:49 pm,7:00 pm,12:00 pm,1:00 pm
12/29/2025,"AthThulatha, 29 Thoul Hijjah, 2025",6:05 am,6:20 am,7:34 am,11:57 am,1:30 pm,2:02 pm,2:02 pm,4:20 pm,4:23 pm,5:50 pm,7:00 pm,12:00 pm,1:00 pm
12/30/2025,"AlArbia'a, 30 Thoul Hijjah, 2025",6:05 am,6:20 am,7:34 am,11:58 am,1:30 pm,2:03 pm,2:03 pm,4:21 pm,4:24 pm,5:50 pm,7:00 pm,12:00 pm,1:00 pm
12/31/2025,"AlKhamis, 31 Thoul Hijjah, 2025",6:05 am,6:20 am,7:34 am,11:58 am,1:30 pm,2:04 pm,2:04 pm,4:22 pm,4:25 pm,5:51 pm,7:00 pm,12:00 pm,1:00 pm
